International Nuclear Politics,Advanced Classical Chinese,,,American Masculinities,,,,,Public Relations Ethics,Business Chinese,"Politics, Nations and Identity in the New Europe: Switzerland and the European Union",,Biomedical Engineering Senior Project,Gender and Politics,,,Playwriting 1,Language & Craft of Theatre 2,Senior Research in Neuroscience 2,History of Inequality
CAS HI 338,CAS LC 416,,,CAS WS 352S,,,,,COM CM 525S,CAS LC 420,CAS PO 323,,ENG EC 464,CAS PO 517,,,CFA TH 303S,CFA TH 240,CAS NE 492S,CAS IR 561
"Repression, Revolution, Rock n' Roll: US in 1950s & 1960s",Chinese through Literary Masterpieces,,,American Masculinities,,,,,Public Relations Ethics,Topics in Chinese through Media,Local Policy Analysis Lab,,Senior Design Project 2,Urban Politics and Policy,,,Playwriting 1,Beginning Directing,Senior Research in Neuroscience 2,Religion and International Relations
CAS HI 339,CAS LC 451,,,CAS WS 542,,,,,COM JO 300,CAS LC 451,CAS PO 355,,ENG EC 464E,CAS PO 519,,,CFA TH 422,CFA TH 299,CAS NE 525,CAS IR 568
A History of the Present: The United States since 1968,"Visual Politics: Propaganda Art, Literature, and ""Model Films"" during the Chinese Cultural Revol",,,"Language, Race, and Gender",,,,,Media and Democracy - Journalism in an Age of Disinformation,"Visual Politics: Propaganda Art, Literature, and ""Model Films"" during the Chinese Cultural Revol",War and Memory in the American Experience,,Senior Design Project 2,Inequality and American Politics,,,Acting 4: Professional Lifetime Skills,Stage Management 2,Biology of Neurodegenerative Diseases,U.S.-Latin American Relations
CAS HI 339S,CAS LC 480,,,CAS XL 332,,,,,COM JO 350,CAS LC 480,CAS PO 379,,ENG EC 467,CAS PO 523,,,CFA TH 459,CFA TH 427,CAS NE 525S,CAS IR 568S
A History of the Present: The United States since 1968,Modern Chinese Literature & Film,,,"Introduction History, Humanities, and Social Sciences Research in the Digital Age: Tools and Methods",,,,,Law and Ethics of Journalism,Modern Chinese Literature & Film,Religion and Politics,,Senior Thesis,Infrastructure and Land Use Politics,,,Social Change Through Theatre of the Oppressed,Theatre Ensemble 4: Thesis Development,Biology of Neurodegenerative Diseases,U.S.-Latin American Relations
CAS HI 341,CAS LF 308,,,CAS XL 335,,,,,COM JO 350S,CAS LC 586,CAS PO 379S,,ENG ME 461,CAS PO 534,,,CFA TH 659,CFA TH 450,CAS NE 535,CAS IR 591
Political and Cultural Revolution,French through Film and Media,,,Around the World in 40 Fairy Tales,,,,,Law and Ethics of Journalism,Chinese Literary Translation Workshop,Religion and Politics,,Senior Design 2,US Populism in Comparative Perspective,,,Social Change Through Theatre of the Oppressed,Senior Thesis: Acting,Translational Research in Alzheimer's Disease,Political Economy of Gender Inequality
CAS HI 342E,CAS LF 343E,,,CAS XL 368,,,,,KHC CH 140,CAS LD 212,CAS PO 396,,ENG ME 461E,CAS PO 547,,,CGS HU 202,CFA TH 453,CAS NE 542,CAS IR 599
Camino de Santiago: A Pilgrim's Way Yesterday and Today,FRANCE IN PARIS,,,Religion and Film,,,,,The Material World,Amharic 4,Philosophy of Gender and Sexuality,,Senior Design 2,US Social Movements,,,Modern and Applied Ethics,Master Class: Undergrad,Neuroethology,"Science, Politics, and Climate Change"
CAS HI 343,CAS LF 350,,,CFA MH 407,,,,,KHC HC 301,CAS LD 212S,CAS PO 497,,ENG ME 785,CAS PO 548,,,CGS IN 104,CGS HU 240,CAS NE 561,CAS IR 626
"Taste, Culture, and Power: The Global History of Food",Reading the French Way,,,Sonic and Visual Culture and Modern East Asia,,,,,Interdisciplinary Perspectives on Global Challenges I,AMHARIC 4,Crime and Punishment: Philosophical Perspectives,,No longer offered,Political Economy of China,,,London Experience Program,Imperial Era Global Folklore and Supernatural Fiction,Proteostasis in the Biology of Neurodegenerative Diseases,NGO Management and Leadership
CAS HI 347,CAS LF 350E,,,CFA MH 432,,,,,KHC HI 106,CAS LD 216,CAS PO 517,,HUB SA 300E,CAS PO 548S,,,CGS IN 104E,CGS NS 202,CAS NE 589,CAS IR 680
"Bodies, Drugs, and Healing: A Global History of Medicine",INTRO FR TEXTS,,,History of Jazz,,,,,Solving the Problem of Cornerville' Street Corner Society,Zulu 4,Urban Politics and Policy,,KYOTOLAANG,Political Economy of China,,,London Experience Program,Human Ecology/Global Ecology,Neural Impacts on Tumorigenesis,Political Economy of Human Development
CAS HI 349,CAS LF 350S,,,CFA MH 432S,,,,,KHC IR 102,CAS LD 220,CAS PO 519,,HUB XC 433,CAS PO 550,,,CGS IN 250,COM CM 370E,CAS PH 310,CAS JS 110
History of Religion in Precolonial Africa,Introduction to Analysis of French Texts,,,History of Jazz,,,,,Spies and Terrorists of Boston,Igbo 4,Inequality and American Politics,,BU Cross-College Challenge Projects (OSC),The State and Public Purpose in Asia,,,Cosmic Visions: The Science of Astronomy and the Arts,MULTCULTRL WRLD,History of Modern Philosophy,Judaism
CAS HI 355,CAS LF 351,,,CFA TH 213,,,,,KHC LW 102,CAS LE 212,CAS PO 523,,HUB XC 433S,CAS PO 560,,,CGS IN 306,COM CM 518,CAS PH 310S,CAS JS 210
Fashion and Beauty Under War and Empire,Introduction to the French Novel,,,"Voice and Speech 4: Accents, Dialects, and Sociolects",,,,,"Marriage, Families & Gender: Contemporary Legal and Social Controversies",Swahili 4,Infrastructure and Land Use Politics,,BU Hub Cross-College Challenge: Promoting the JFK Presidential Birthplace,Rwanda: Genocide and Its Aftermath,,,Shakespeare's Ethics,Creative Video Development,History of Modern Philosophy,The Hebrew Bible
CAS HI 358,CAS LF 441,,,CGS SS 103,,,,,KHC LW 104,CAS LF 212,CAS PO 524,,HUB XC 434,CAS PO 565,,,COM CM 335E,COM CM 518S,CAS PH 427,CAS JS 211
Twentieth-Century European Thought and Culture,Topics in Urban Imgainaries in Literature and Film,,,"Politics, Economies, and Social Change in the West: The Ancient World Through the Enlightenment",,,,,"Citizenship, Immigration, and the Constitution",Fourth-Semester French,Local Policy Analysis Lab,,Marketing and Social Equity in the Cannabis Industry,U.S.-Latin American Relations,,,Advertising Strategy,Creative Video Development,Heidegger and Existential Philosophy,From Jesus to Christ: The Origins of Christianity
CAS HI 363,CAS LF 442,,,CGS SS 300,,,,,KHC PY 104,CAS LF 212E,CAS PO 526,,HUB XC 435,CAS PO 565S,,,COM CM 413E,COM CM 580,CAS PO 248E,CAS JS 250
Early Chinese History,Geographies of the Imagination: Writing (beyond) the Island,,,"Science, Politics & Power: WWII to the 21st Century",,,,,Energy and Society,4TH SEM FRENCH,US Identity Politics,,Spirit of Wonder: Cross-Cultural Storytelling,U.S.-Latin American Relations,,,ADV/PR ENGLAND,PRLab,COMP EUROPE POL,"Holy City: Jerusalem in Time, Space, and Imagination"
CAS HI 363S,CAS LF 448,,,CGS SS 320,,,,,KHC UC 104,CAS LF 212S,CAS PS 261,,HUB XC 436,CAS PO 571,,,COM CM 501,COM CM 581,CAS PO 333,CAS JS 252
US 1900-1945,Topics in Text/Image/Spectacle,,,Identity Politics in the United States,,,,,The Ethics of Food,Fourth-Semester French,Social Psychology,,Bike to BU,Contemporary African Politics,,,Design Strategy & Software,PRLab Executive Board,Democratic Erosion,History of Judaism
CAS HI 364,CAS LF 455,,,COM CM 370E,,,,,KHC UC 105,CAS LF 299E,CAS PS 261S,,HUB XC 437,CAS PO 573,,,COM CM 501S,COM CM 585,CAS PO 352,CAS JS 255
Modern Chinese History,Studies in Nineteenth-Century French Literature,,,MULTCULTRL WRLD,,,,,"Liberty, Fanaticism & Censorship",CONTEMP FRANCE,Social Psychology,,Environmental Justice and Urban Tree Canopies,Race and Racism in International Relations,,,Design Strategy and Software,AdLab,Rise of China,Modern Judaism
CAS HI 364S,CAS LF 462,,,COM CM 413E,,,,,KHC UC 106,CAS LF 300,CAS PS 365E,,HUB XC 438,CAS PO 577,,,COM CM 518,COM CM 586,CAS PO 352E,CAS JS 257
Modern Chinese History,Cinema-Monde: Mapping French Film,,,ADV/PR ENGLAND,,,,,Biomedical Enhancement and the Future of Human Nature,Living French in Paris: Practical Communication and Current Culture (Level 1),Toward an Experimenting Society: Psychology Applied to Social Problems,,The Art and Science of Technology Consulting,Politics of the Arabian Peninsula and Persian Gulf,,,Creative Video Development,AdLab E-Board,North-South Relations,Antisemitism after the Holocaust
CAS HI 367,CAS LF 464,,,COM CM 447E,,,,,KHC UC 107,CAS LF 300E,CAS RN 111,,HUB XC 475,CAS PO 578,,,COM CM 518S,COM CO 532,CAS PO 394,CAS JS 260
"The Odd Couple: China and the USA, 1776 to the present",Author/Auteur,,,INTER BRAND MAN,,,,,Sexual Ethics,FRENCH IN PARIS,Religion in American Culture,,Spark! Innovation Program,The United States as a Great Power,,,Creative Video Development,Copyediting Fundamentals,Catastrophe and Memory,The Holocaust
CAS HI 376,CAS LF 479,,,COM CM 521E,,,,,QST BE 101,CAS LF 301E,CAS RN 111S,,KHC HC 512,CAS PO 579,,,COM CO 305,COM FT 352E,CAS PO 394S,CAS JS 285
"The Israeli Settlement Project: History, and the Dynamics of Power",Fatal Women and Dangerous Bodies,,,International Marketing Communications and Public Relations,,,,,Introductory Microeconomics for Business and Strategy,PARIS: SPEAKING,Religion in American Culture,,People in Process: Choice & Change - Oral/Signed Communication,Political Biography and Statecraft,,,Photography Fundamentals,FILM PROD/VIDEO,Catastrophe and Memory,"Israel: History, Politics, Culture, Identity"
CAS HI 389,CAS LF 487,,,COM CO 101,,,,,QST MO 356,CAS LF 302E,CAS RN 220,,KHC IR 102,CAS PO 589,,,COM CO 305S,COM FT 402,CAS PO 409,CAS JS 311
Americans and the Middle East,Topics in Memory & Monument,,,The World of Communication: The Human Storyteller,,,,,Leadership and Management of Social Enterprises,PARIS: WRITING,"Holy City: Jerusalem in Time, Space, and Imagination",,Spies and Terrorists of Boston,Religion and International Relations,,,Photography Fundamentals,Production II,The Political Psychology of Group-Based Politics,Dead Sea Scrolls
CAS HI 390,CAS LF 641,,,COM CO 101S,,,,,QST MO 456,CAS LF 307,CAS RN 220S,,KHC PO 102,CAS PO 596,,,COM FT 201,COM FT 415,CAS PO 515,CAS JS 387
Cities in the Middle East: Mecca to Dubai,Topics in Urban Imaginaries in Literature and Film,,,The World of Communication,,,,,Leadership and Management of Social Enterprises,French Arts and Society,"The Holy City: Jerusalem in Time, Space, and Imagination",,How to Change the World,Colonization/Decolonization,,,"Screen Language: The Aesthetics, Grammar and Rhetoric of the Moving Image",Screening Ireland,Advanced Public Opinion,Environmental Law in Israel and the Mediterranean
CAS HI 391,CAS LF 642,,,HUB IC 205,,,,,QST SM 131,CAS LF 307E,CAS RN 248,,KHC RH 101,CAS PS 324,,,COM FT 201S,COM FT 415E,CAS PO 516,CAS JS 416
Media Revolutions in the Modern Middle East,Geographies of the Imagination: Writing (beyond) the Island,,,America at War (and You),,,,,"Business, Markets, and Society",French Arts and Society,Food and Religion,,Serious Comics: Graphic Narrative and the Representation of History,Experimental Psychology: Developmental,,,"Screen Language: The Aesthetics, Grammar, and Rhetoric of the Moving Image",IRISH FILM/TV,Gender and Politics,Biblical Fakes and Forgeries
CAS HI 393,CAS LF 648,,,HUB IC 207,,,,,QST SM 131S,CAS LF 308,CAS RN 249,,QST ES 275,CAS PS 325,,,COM FT 310,COM FT 468,CAS PO 519,CAS LC 282
Israeli-Palestinian Conflict,Topics in Text/Image/Spectacle,,,Heroes and Heroines: Quest for Self and Identity,,,,,"Business, Ethics, and the Creation of Value",French through Film and Media,Islamophobia and Antisemitism,,Management Communications,Experimental Psychology: Personality,,,Storytelling for Film & Television,Production 3,Inequality and American Politics,Old Tales for New Times: Folktale in Modern China
CAS HI 393S,CAS LF 655,,,HUB IC 209,,,,,SAR HP 522E,CAS LF 313,CAS RN 250,,QST ES 275S,CAS PS 325S,,,COM FT 310S,COM FT 505,CAS PO 523,CAS LF 342E
ISR-PAL CONFLIC,Studies in Nineteenth-Century French Literature,,,Interdisciplinary Introduction to Forced Displacement,,,,,HEALTH/LIFESPAN,French Through Translation,Introduction to the Sociology of Religion,,Management Communication,Experimental Psychology: Personality,,,Storytelling for Film and Television,Real World Productions,Infrastructure and Land Use Politics,Paris Esthtique
CAS HI 399,CAS LF 662,,,HUB SA 304E,,,,,SAR HS 325,CAS LF 320E,CAS RN 379,,QST MO 442,CAS PS 326,,,COM FT 411,COM FT 505S,CAS PO 534,CAS LG 310
Introduction to Latin American Politics and International Relations,Cinema-Monde: Mapping French Film,,,KYOTO ELCTV 4,,,,,Introduction to Global Health,PARIS:LANG&CLTR,Religion and Politics,,Leveraging Diversity for Team Performance,Experimental Psychology: Social,,,Screenwriting 1,Real World Productions,US Populism in Comparative Perspective,German Translation and Interpretation
CAS HI 399S,CAS LF 664,,,HUB SA 305E,,,,,SAR HS 325S,CAS LF 323,CAS RN 379S,,QST MO 460,CAS PS 329,,,COM FT 554,ENG EC 674,CAS PO 547,CAS LG 387
INTRO LA POL&IR,Author/Auteur,,,KYOTO ELCTV 5,,,,,Introduction to Global Health,Creative Writing in French,Religion and Politics,,The Leadership Challenge,Experimental Psychology: Cognitive Neuroscience,,,Special Topics in International Studies,Optimization Theory 2,US Social Movements,Weimar Cinema (taught in English)
CAS HI 401,CAS LF 687,,,HUB SA 306E,,,,,SAR HS 345,CAS LF 323E,CAS RN 383,,QST SM 275,CAS PY 581,,,COM FT 554E,ENG EK 210,CAS PO 560,CAS LH 284
Senior Honors Seminar 1,Topics in Memory & Monument,,,KYOTO ELCTV 6,,,,,Global Environmental Public Health,CREATIVE FR WTG,African Diaspora Religions,,Critical and Analytic Thinking for Business,Advanced Laboratory,,,Special Topics,Introduction to Engineering Design,Rwanda: Genocide and Its Aftermath,"Israel: History, Politics, Culture, Identity (taught in English)"
CAS HI 407,CAS LG 250,,,HUB SA 310E,,,,,SAR HS 422,CAS LF 341,CAS RN 427,,QST SM 275S,CAS RN 102,,,COM FT 554S,ENG EK 210E,CAS PO 561,CAS LI 330
Topics in Medieval Religious Culture,Masterpieces of German Literature (in English Translation),,,KYOTO ELCTV 10,,,,,Ethics in Health Care,French Trends,Topics in American Religion,,Critical and Analytic Thinking for Business,Encountering Religion: Topics in Religious Studies,,,Special Topics in International Studies,Introduction to Engineering Design,Latin American Political Parties,Social and Cultural History of Modern Italy
CAS HI 410,CAS LG 283,,,HUB SJ 102,,,,,SAR HS 444,CAS LF 342E,CAS RN 466,,SAR HP 151,CAS RN 206,,,COM FT 585E,ENG EK 210S,CAS PO 571,CAS LJ 480
"Religion, Community, and Culture in Medieval Spain",The Faust Tradition,,,Social & Racial Justice: Advocacy and Action,,,,,Child Health Programs in Low Resource Settings,Paris Esthtique,Religion and the Problem of Tolerance,,Introduction to Health Professions,Scriptures in World Religions,,,CAREERHOLLYWOOD,Introduction to Engineering Design,Contemporary African Politics,Japanese Women Writers
CAS HI 434,CAS LG 335,,,KHC AN 102,,,,,SHA HF 323E,CAS LF 343E,CAS RN 494,,SAR HS 201,CAS RN 206S,,,COM FT 586E,HUB SJ 102,CAS PO 578,CAS LJ 510
Monarchy in Modern Britain,"Music, Art, and History in the German-Speaking World",,,"The Lives of Others: The Power, Politics, and Ethics of Storytelling",,,,,ITLFOODINDUSTRY,FRANCE IN PARIS,Magical Texts: Literature & Practice,,Introduction to Nutrition,Scriptures in World Religions,,,Writing for Hollywood 1,Social & Racial Justice: Advocacy and Action,The United States as a Great Power,The Structure of the Japanese Language
CAS HI 440,CAS LG 350,,,KHC AN 105,,,,,SHA HF 328E,CAS LF 349,CAS RN 683,,SAR HS 201S,CAS RN 245,,,COM JO 205,HUB XC 410,CAS PO 579,CAS LJ 680
Refugee Hollywood (1933-1950),Introduction to German Literature,,,Conflict: The Human Condition,,,,,AUS WINE INDSTY,The History of the French Language,African Diaspora Religions,,Introduction to Nutrition,The Quest for God and the Good,,,Visual Storytelling,BU Cross-College Challenge Projects (WIN),Political Biography and Statecraft,Japanese Women Writers
CAS HI 447,CAS LG 387,,,KHC BI 104,,,,,WED CE 342,CAS LF 350,CAS RN 727,,SAR HS 222,CAS RN 316,,,COM JO 205S,HUB XC 411,CAS PS 324,CAS LK 383
"Born under a Red Star: Soviet Children at Home, School, & Play",Weimar Cinema (taught in English),,,Conflict and Cooperation,,,,,Anti-Oppressive Practice: Education & Applied Psychology,Reading the French Way,Topics in American Religion,,Research Experience,Modern Islam,,,Visual Storytelling,Back to the Past: Gaming and Design for Immersive Role Play,Experimental Psychology: Developmental,Modern Korean Culture through Cinema (in English translation)
CAS HI 449,CAS LG 450,,,KHC HI 105,,,,,WED DE 340,CAS LF 350E,CAS RN 735,,SAR HS 241,CAS RN 326,,,COM JO 358E,HUB XC 420,CAS PS 325,CAS LK 410
The History of Soviet Terror,Origins of German Culture,,,The Zapatista Rebellion,,,,,"Dynamics of Diversity, Oppression, and Social Justice within Deaf Communities",INTRO FR TEXTS,"Women, Gender, and Islam",,Research Experience,Jewish Mysticism,,,"British Journalism, Culture, and Society",BU Cross-College Challenge Projects (DME),Experimental Psychology: Personality,Korean Conversation and Discourse
CAS HI 451,CAS LG 456,,,KHC LW 104,,,,,WED DE 640,CAS LF 350S,CAS RN 766,,SAR HS 242,CAS RN 337,,,COM JO 519,HUB XC 421,CAS PS 325S,CAS LN 380
Fashion as History,Twentieth-Century Culture: Since 1945,,,"Citizenship, Immigration, and the Constitution",,,,,"Dynamics of Diversity, Oppression, and Social Justice within Deaf Communities",Introduction to Analysis of French Texts,Religion and the Problem of Tolerance,,Research Experience,"Gender, Sexuality, and Judaism",,,Narrative Radio,Unheard Voices: Deconstructing the Dominant Narratives by Inclusion,Experimental Psychology: Personality,Modern India through Bollywood
CAS HI 457,CAS LG 463,,,KHC NE 102,,,,,WED ED 206,CAS LF 351,CAS RN 794,,SAR SH 110,CAS RN 338,,,COM JO 528E,HUB XC 422,CAS PS 326,CAS LR 289
Alternative America,German Theatre,,,"Reading, Language, and the Brain",,,,,Family & Community Engagement,Introduction to the French Novel,Magical Texts: Literature & Practice,,"Introduction to Speech, Language, and Hearing Sciences",Philosophy and Mysticism: Jewish and Islamic Perspectives,,,Travel Writing,Exploring Walkability in Boston,Experimental Psychology: Social,"Russian Culture: Literature, Film, and Arts (in English translation)"
